city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Darien Center,http://www.zillow.com/homedetails/10325-Harper-Rd-Darien-Center-NY-14040/30482212_zpid/,"$247,833","$254,900",14040,3 beds,,NY,10325 Harper Rd,3 baths,"3,150 sqft",(585) 356-2811 
Broad Channel,http://www.zillow.com/homedetails/715-Cross-Bay-Blvd-Broad-Channel-NY-11693/32218723_zpid/,"$315,247","$319,999",11693,2 beds,,NY,715 Cross Bay Blvd,1 bath,920 sqft,
Center Moriches,http://www.zillow.com/homedetails/229-Chichester-Ave-Center-Moriches-NY-11934/59518780_zpid/,"$258,282","$299,999",11934,3 beds,,NY,229 Chichester Ave,1 bath,"1,200 sqft",(516) 924-1007 
North Bellmore,http://www.zillow.com/homedetails/2364-Cleveland-St-North-Bellmore-NY-11710/31385645_zpid/,"$504,249","$525,000",11710,4 beds,,NY,2364 Cleveland St,3 baths,"1,850 sqft",
Mount Vernon,http://www.zillow.com/homedetails/43-Clinton-St-Mount-Vernon-NY-10552/32947900_zpid/,"$677,422","$885,000",10552,4 beds,,NY,43 Clinton St,3 baths,"2,250 sqft",
Buffalo,http://www.zillow.com/homedetails/132-Burgard-Pl-Buffalo-NY-14211/30195510_zpid/,"$41,236","$45,000",14211,4 beds,,NY,132 Burgard Pl,1 bath,"1,449 sqft",(647) 606-1187 
Amityville,http://www.zillow.com/homedetails/9-Norman-Ave-Amityville-NY-11701/32597499_zpid/,"$664,783","$689,999",11701,3 beds,,NY,9 Norman Ave,3 baths,"2,400 sqft",
Roscoe,http://www.zillow.com/homedetails/1149-Hankins-Rd-Roscoe-NY-12776/2134341814_zpid/,"$327,938","$239,900",12776,3 beds,,NY,1149 Hankins Rd,3 baths,"1,608 sqft",(917) 439-3010 
Staten Island,http://www.zillow.com/homedetails/210-Holden-Blvd-Staten-Island-NY-10314/2146489430_zpid/,,"$585,000",10314,5 beds,,NY,210 Holden Blvd,3 baths,"4,000 sqft",(732) 345-1883 
Syracuse,http://www.zillow.com/homedetails/207-Brookford-Rd-Syracuse-NY-13224/31668291_zpid/,"$212,247","$205,000",13224,3 beds,,NY,207 Brookford Rd,3 baths,"1,900 sqft",(315) 516-4663 
Queens,http://www.zillow.com/homedetails/116-01-Nashville-Multy-Family-Queens-NY-11411/2101922959_zpid/,"$534,590","$559,000",11411,5 beds,,NY,116-01 Nashville Multy Family,4 baths,-- sqft,(646) 573-8893 
Yonkers,http://www.zillow.com/homedetails/49-Delano-Ave-Yonkers-NY-10704/2103952816_zpid/,"$359,710","$525,000",10704,3 beds,,NY,49 Delano Ave,2 baths,"1,218 sqft",(914) 885-4079 
Poughkeepsie,http://www.zillow.com/homedetails/12-Priscilla-Ln-Poughkeepsie-NY-12603/30129181_zpid/,"$211,592","$299,900",12603,3 beds,,NY,12 Priscilla Ln,2.5 baths,"1,436 sqft",
Brooklyn,http://www.zillow.com/homedetails/540-Ocean-Pkwy-APT-6B-Brooklyn-NY-11218/79716160_zpid/,"$465,875","$430,000",11218,2 beds,,NY,540 Ocean Pkwy APT 6B,1 bath,"1,050 sqft",(347) 628-1162 
Cooperstown,http://www.zillow.com/homedetails/58-Chestnut-St-Cooperstown-NY-13326/31635665_zpid/,"$390,965","$225,000",13326,3 beds,,NY,58 Chestnut St,4 baths,"2,654 sqft",(518) 728-7767 
Saratoga Springs,http://www.zillow.com/homedetails/289-Lake-Ave-Saratoga-Springs-NY-12866/32403778_zpid/,"$335,185","$369,000",12866,3 beds,,NY,289 Lake Ave,2.5 baths,"1,436 sqft",(518) 871-1504 
New Hyde Park,http://www.zillow.com/homedetails/22-Tenafly-Dr-New-Hyde-Park-NY-11040/31110239_zpid/,"$554,368","$649,000",11040,4 beds,,NY,22 Tenafly Dr,2 baths,"1,322 sqft",(516) 858-2184 
Levittown,http://www.zillow.com/homedetails/39-Sunrise-Ln-Levittown-NY-11756/31337140_zpid/,"$334,017","$325,000",11756,3 beds,,NY,39 Sunrise Ln,1 bath,"1,200 sqft",(631) 767-0936 
Vestal,http://www.zillow.com/homedetails/857-E-Circle-Dr-Vestal-NY-13850/29770329_zpid/,"$109,560","$86,000",13850,3 beds,,NY,857 E Circle Dr,1 bath,"1,432 sqft",
Chappaqua,http://www.zillow.com/homedetails/10-Hayrake-Ln-Chappaqua-NY-10514/33064782_zpid/,"$1,446,557","$1,750,000",10514,5 beds,,NY,10 Hayrake Ln,4.5 baths,"5,005 sqft",
Staten Island,http://www.zillow.com/homedetails/24-Cottontail-Ct-Staten-Island-NY-10312/58578873_zpid/,"$1,208,032","$1,299,000",10312,5 beds,,NY,24 Cottontail Ct,3.5 baths,"5,034 sqft",(646) 732-6745 
Binghamton,http://www.zillow.com/homedetails/603-Old-Front-St-Binghamton-NY-13905/2117410635_zpid/,"$100,067","$75,500",13905,3 beds,,NY,603 Old Front St,2 baths,"1,550 sqft",(607) 343-7396 
Watertown,http://www.zillow.com/homedetails/23925-Forest-Drive-Watertown-NY-13601/2101862041_zpid/,"$286,201","$349,000",13601,4 beds,,NY,23925 Forest Drive,2.5 baths,"3,000 sqft",(315) 777-2927 
Yonkers,http://www.zillow.com/homedetails/1853-Central-Park-Ave-14-Yonkers-NY-10710/2101907566_zpid/,"$191,779","$110,500",10710,1 bed,,NY,1853 Central Park Ave # 14,1 bath,850 sqft,(914) 337-0477 
Whitestone,http://www.zillow.com/homedetails/19957-21st-Ave-Whitestone-NY-11357/79513758_zpid/,"$162,294","$155,000",11357,1 bed,,NY,19957 21st Ave,1 bath,-- sqft,(646) 894-8431 
Freeport,http://www.zillow.com/homedetails/199-Smith-St-Freeport-NY-11520/31413343_zpid/,"$510,736","$525,000",11520,4 beds,,NY,199 Smith St,2 baths,"3,054 sqft",(917) 595-0158 
Pleasantville,http://www.zillow.com/homedetails/451A-Old-Sleepy-Hollow-Rd-Pleasantville-NY-10570/2101848779_zpid/,"$694,339","$755,000",10570,2 beds,,NY,451A Old Sleepy Hollow Rd,3 baths,"2,450 sqft",
Bayside,http://www.zillow.com/homedetails/7464-220-St-2-FL-Bayside-NY-11364/2101836811_zpid/,"$276,145","$279,000",11364,2 beds,,NY,7464 220 St #2 FL,1 bath,900 sqft,(718) 216-5907 
Bronx,http://www.zillow.com/homedetails/665-Pelham-Parkway-Area-Bronx-Ny-Bronx-NY-10467/2101847607_zpid/,"$491,086","$249,500",10467,2 beds,,NY,665 Pelham Parkway Area Bronx Ny,2 baths,"1,150 sqft",
Kings Park,http://www.zillow.com/homedetails/6-Colby-Dr-Kings-Park-NY-11754/32685610_zpid/,"$404,915","$455,000",11754,4 beds,,NY,6 Colby Dr,2 baths,1 sqft,(631) 707-3255 
Floral Park,http://www.zillow.com/homedetails/27110-Grand-Central-Pkwy-APT-15R-Floral-Park-NY-11005/2101815808_zpid/,"$454,374","$599,000",11005,1 bed,,NY,27110 Grand Central Pkwy APT 15R,2 baths,"1,010 sqft",(718) 423-3130 
Pine Bush,http://www.zillow.com/homedetails/106-Sheldon-Rd-Pine-Bush-NY-12566/32841438_zpid/,"$431,033","$489,000",12566,3 beds,,NY,106 Sheldon Rd,3 baths,"2,250 sqft",(917) 881-5035 
Flushing,http://www.zillow.com/homedetails/3370-Prince-Street-Flushing-Ny-11354-GROUND-Flushing-NY-11354/2101814530_zpid/,"$217,622","$160,000",11354,Studio,,NY,3370 Prince Street Flushing Ny 11354 # GROUND,2 baths,576 sqft,(347) 558-1645 
Saugerties,http://www.zillow.com/homedetails/2-Birchwood-Drive-South-Saugerties-NY-12477/2101808326_zpid/,"$173,986","$189,000",12477,4 beds,,NY,2 Birchwood Drive South,1.5 baths,"1,300 sqft",(845) 594-5765 
Rockville Centre,http://www.zillow.com/homedetails/55-Lenox-Road-1-K-Rockville-Centre-NY-11570/2101762809_zpid/,"$744,477","$229,000",11570,1 bed,,NY,55 Lenox Road #1 K,1 bath,-- sqft,(516) 932-0952 
West Nyack,http://www.zillow.com/homedetails/8-Deer-Meadow-Dr-West-Nyack-NY-10994/53410353_zpid/,"$595,082","$555,000",10994,5 beds,,NY,8 Deer Meadow Dr,3.5 baths,"3,100 sqft",(914) 572-2200 
Elmira,http://www.zillow.com/homedetails/307-W-Hill-Road-A-Elmira-NY-14903/29962753_zpid/,"$178,385","$169,000",14903,3 beds,,NY,307 W Hill Road A,2 baths,"1,804 sqft",(754) 422-8243 
Remsenburg,http://www.zillow.com/homedetails/1-Po-Box-Remsenburg-NY-11960/2101763641_zpid/,"$1,534,400","$1,695,000",11960,4 beds,,NY,1 Po Box,5 baths,"3,500 sqft",(631) 325-8555 
Chester,http://www.zillow.com/homedetails/2-Valerie-Dr-Chester-NY-10918/31805516_zpid/,"$490,023","$1,200,000",10918,4 beds,,NY,2 Valerie Dr,2.5 baths,"3,861 sqft",
East Islip,http://www.zillow.com/homedetails/120-Bayview-Ave-East-Islip-NY-11730/59657020_zpid/,"$688,795","$660,000",11730,3 beds,,NY,120 Bayview Ave,2 baths,"1,894 sqft",
Inwood,http://www.zillow.com/homedetails/37-Provenzano-St-Inwood-NY-11096/2110378980_zpid/,"$554,207","$309,000",11096,2 beds,,NY,37 Provenzano St,2.5 baths,-- sqft,
Purchase,http://www.zillow.com/homedetails/25-New-St-Purchase-NY-10577/33039186_zpid/,"$1,004,863","$849,000",10577,4 beds,,NY,25 New St,2 baths,"2,338 sqft",(914) 618-4848 
Plainview,http://www.zillow.com/homedetails/3-Rose-Ln-Plainview-NY-11803/31136103_zpid/,"$626,630","$689,000",11803,4 beds,,NY,3 Rose Ln,2 baths,"2,078 sqft",
Saratoga Springs,http://www.zillow.com/homedetails/218-220-East-Ave-Saratoga-Springs-NY-12866/32404103_zpid/,"$637,710","$556,000",12866,6 beds,,NY,218-220 East Ave,3 baths,"3,119 sqft",(516) 729-4412 
Hillsdale,http://www.zillow.com/homedetails/9356-Rt-22-Hillsdale-NY-12529/2106884499_zpid/,"$501,158","$320,000",12529,4 beds,,NY,9356 Rt. # 22,3 baths,"3,260 sqft",(518) 929-3686 
New York,http://www.zillow.com/homedetails/400-E-90th-St-APT-5E-New-York-NY-10128/80011871_zpid/,"$1,831,072","$1,990,000",10128,3 beds,,NY,400 E 90th St APT 5E,2 baths,"1,378 sqft",
East Hampton,http://www.zillow.com/homedetails/6-Stirrup-Ct-East-Hampton-NY-11937/32665541_zpid/,"$1,716,907","$1,595,000",11937,4 beds,,NY,6 Stirrup Ct,3 baths,"3,270 sqft",(631) 283-2823 
Wynantskill,http://www.zillow.com/homedetails/11-St-Josephs-Ct-Wynantskill-NY-12198/32256010_zpid/,"$69,214","$139,900",12198,3 beds,,NY,11 St Josephs Ct,1 bath,910 sqft,(518) 618-6400 
Medford,http://www.zillow.com/homedetails/619-Blue-Ridge-Dr-619-Medford-NY-11763/59509475_zpid/,"$188,125","$174,000",11763,2 beds,,NY,619 Blue Ridge Dr # 619,1 bath,800 sqft,
Alplaus,http://www.zillow.com/homedetails/33-Hill-St-Alplaus-NY-12008/32486898_zpid/,"$254,052","$255,000",12008,5 beds,,NY,33 Hill St,3 baths,"2,554 sqft",(518) 384-1955 
Chateaugay,http://www.zillow.com/homedetails/210-E-Main-St-Chateaugay-NY-12920/30442123_zpid/,"$54,273","$69,900",12920,3 beds,,NY,210 E Main St,1.5 baths,"1,466 sqft",(518) 310-1520 
Croton On Hudson,http://www.zillow.com/homedetails/1-Sassi-Dr-Croton-On-Hudson-NY-10520/58417271_zpid/,"$605,331","$819,000",10520,4 beds,,NY,1 Sassi Dr,3 baths,"3,200 sqft",
Brooklyn,http://www.zillow.com/homedetails/10011-Avenue-N-Brooklyn-NY-11236/2116771050_zpid/,,"$459,000",11236,2 beds,,NY,10011 Avenue N,2 baths,"1,975 sqft",(917) 496-3974 
Ocean Beach,http://www.zillow.com/homedetails/507-Bayberry-Walk-Ocean-Beach-NY-11770/59601014_zpid/,"$695,934","$650,000",11770,4 beds,,NY,507 Bayberry Walk,2 baths,"1,600 sqft",
Spring Valley,http://www.zillow.com/homedetails/102-Mcnamara-Rd-Spring-Valley-NY-10977/53423832_zpid/,"$569,923","$729,000",10977,5 beds,,NY,102 Mcnamara Rd,3.5 baths,"2,964 sqft",
New York,http://www.zillow.com/homedetails/133-Norfolk-St-R-1-New-York-NY-10002/63864077_zpid/,"$2,490,664","$3,295,000",10002,2 beds,,NY,133 Norfolk St # R-1,2 baths,"1,700 sqft",
Bronx,http://www.zillow.com/homedetails/2817-Heath-Ave-Bronx-NY-10463/29787295_zpid/,"$474,310","$675,000",10463,5 beds,,NY,2817 Heath Ave,4 baths,"2,306 sqft",
Paradox,http://www.zillow.com/homedetails/5-Fraternaland-Rd-Paradox-NY-12858/2105821487_zpid/,"$160,694","$104,900",12858,3 beds,,NY,5 Fraternaland Rd,1 bath,"1,400 sqft",(315) 345-8134 
Stamford,http://www.zillow.com/homedetails/28647-State-Highway-23-Stamford-NY-12167/2107538362_zpid/,"$231,058","$155,500",12167,3 beds,,NY,28647 State Highway 23,2 baths,"1,500 sqft",(607) 652-2614 
White Plains,http://www.zillow.com/homedetails/55-Buckout-Rd-White-Plains-NY-10604/33040854_zpid/,"$1,295,002","$900,000",10604,3 beds,,NY,55 Buckout Rd,3.5 baths,"2,584 sqft",
Brooklyn,http://www.zillow.com/homedetails/762-Empire-Blvd-APT-2A-Brooklyn-NY-11213/30597930_zpid/,"$368,353","$525,000",11213,3 beds,,NY,762 Empire Blvd APT 2A,1 bath,797 sqft,
Brooklyn,http://www.zillow.com/homedetails/16-Duffield-St-Brooklyn-NY-11201/30566262_zpid/,"$2,672,748","$4,370,000",11201,6 beds,,NY,16 Duffield St,4 baths,"2,800 sqft",
Grenell,http://www.zillow.com/homedetails/16209-Grenell-Is-Grenell-NY-13624/30549305_zpid/,"$324,775","$345,000",13624,3 beds,,NY,16209 Grenell Is,1.5 baths,"1,200 sqft",
Elmira,http://www.zillow.com/homedetails/2250-State-Route-352-Elmira-NY-14903/2125137401_zpid/,"$137,783","$152,000",14903,3 beds,,NY,2250 State Route 352,2.5 baths,"1,491 sqft",
Roslyn Heights,http://www.zillow.com/homedetails/157-Parkway-Dr-Roslyn-Heights-NY-11577/31089190_zpid/,"$1,070,851","$1,088,800",11577,4 beds,,NY,157 Parkway Dr,3.5 baths,"3,200 sqft",
Lockport,http://www.zillow.com/homedetails/526-Applewood-Drive-Lockport-NY-14094/2101730711_zpid/,"$138,695","$20,900",14094,2 beds,,NY,526 Applewood Drive,1 bath,"1,008 sqft",(716) 940-7081 
Buffalo,http://www.zillow.com/homedetails/125-Edward-St-APT-3G-Buffalo-NY-14201/2113229202_zpid/,"$95,110","$200,000",14201,1 bed,,NY,125 Edward St APT 3G,1 bath,"1,042 sqft",
Marcellus,http://www.zillow.com/homedetails/4125-Bishop-Hill-Rd-Marcellus-NY-13108/31756700_zpid/,"$133,189","$111,500",13108,3 beds,,NY,4125 Bishop Hill Rd,1 bath,984 sqft,(315) 317-1731 
Staten Island,http://www.zillow.com/homedetails/75-Crowell-Ave-Staten-Island-NY-10314/32281326_zpid/,"$594,145","$700,000",10314,4 beds,,NY,75 Crowell Ave,2.5 baths,"1,900 sqft",
Corning,http://www.zillow.com/homedetails/3814-State-Route-414-Corning-NY-14830/32578767_zpid/,"$160,412","$180,000",14830,3 beds,,NY,3814 State Route 414,3 baths,"1,908 sqft",(607) 329-2390 
Newark,http://www.zillow.com/homedetails/(Undisclosed-Address)-Newark-NY-14513/2101686209_zpid/,"$59,743","$59,000",14513,3 beds,,NY,(Undisclosed Address),2 baths,"1,303 sqft",(631) 880-2092 
Staten Island,http://www.zillow.com/homedetails/4092-Amboy-Rd-Staten-Island-NY-10308/32346938_zpid/,"$617,283","$625,900",10308,5 beds,,NY,4092 Amboy Rd,2 baths,"2,645 sqft",(646) 286-1947 
Buffalo,http://www.zillow.com/homedetails/256-Trenton-Ave-Buffalo-NY-14201/30198936_zpid/,"$58,513","$45,000",14201,8 beds,,NY,256 Trenton Ave,2 baths,"2,416 sqft",(647) 606-1187 
Altamont,http://www.zillow.com/homedetails/719-State-Route-146-Altamont-NY-12009/29706222_zpid/,"$200,691","$190,500",12009,3 beds,,NY,719 State Route 146,2 baths,"1,413 sqft",(518) 528-4911 
East Hampton,http://www.zillow.com/homedetails/67-Hog-Creek-Ln-East-Hampton-NY-11937/32653796_zpid/,"$672,869","$725,000",11937,3 beds,,NY,67 Hog Creek Ln,2 baths,"1,750 sqft",(917) 699-1088 
Bronx,http://www.zillow.com/homedetails/1874-Pelham-Parkway-S-6D-Bronx-NY-10461/2101524516_zpid/,,"$164,900",10461,1 bed,,NY,1874 Pelham Parkway S #6D,1 bath,700 sqft,(347) 266-4834 
Staten Island,http://www.zillow.com/homedetails/1206-Willowbrook-Rd-Staten-Island-NY-10314/32292912_zpid/,"$351,547","$359,000",10314,2 beds,,NY,1206 Willowbrook Rd,2 baths,"1,440 sqft",
Ossining,http://www.zillow.com/homedetails/24-Bridle-Path-Rd-Ossining-NY-10562/2107123325_zpid/,,"$345,000",10562,1 bed,,NY,24 Bridle Path Rd,2 baths,"1,152 sqft",(914) 906-1008 
Valley Stream,http://www.zillow.com/homedetails/35-Dartmouth-Street-Valley-Stream-NY-11581/2101577758_zpid/,"$449,589","$365,000",11581,3 beds,,NY,35 Dartmouth Street,2 baths,"1,439 sqft",(516) 319-6099 
Spencerport,http://www.zillow.com/homedetails/21-Dean-Rd-Spencerport-NY-14559/30998142_zpid/,"$120,361","$179,900",14559,3 beds,,NY,21 Dean Rd,2.5 baths,"1,505 sqft",(585) 721-7517 
Brooklyn,http://www.zillow.com/homedetails/2650-E-13th-St-Brooklyn-NY-11235/2112069457_zpid/,,"$337,000",11235,3 beds,,NY,2650 E 13th St,1 bath,"1,000 sqft",
Bayport,http://www.zillow.com/homedetails/15-Oak-St-Bayport-NY-11705/59357052_zpid/,"$360,697","$369,000",11705,2 beds,,NY,15 Oak St,2 baths,"1,100 sqft",(631) 472-1104 
Kingston,http://www.zillow.com/homedetails/419-Boulevard-Kingston-NY-12401/32836159_zpid/,"$174,649","$175,900",12401,3 beds,,NY,419 Boulevard,2 baths,"1,898 sqft",(845) 233-4340 
New York,http://www.zillow.com/homedetails/119-E-38th-St-New-York-NY-10016/31507405_zpid/,"$8,345,589","$8,750,000",10016,4 beds,,NY,119 E 38th St,10 baths,"8,000 sqft",
New Paltz,http://www.zillow.com/homedetails/102-Butterville-Rd-New-Paltz-NY-12561/32854915_zpid/,"$633,492","$950,000",12561,3 beds,,NY,102 Butterville Rd,3.5 baths,"3,100 sqft",(917) 969-9800 
White Plains,http://www.zillow.com/homedetails/20-North-Broadway-White-Plains-NY-10601/2103700090_zpid/,"$229,513","$334,900",10601,2 beds,,NY,20 North Broadway,1 bath,"1,200 sqft",(347) 242-7880 
East Durham,http://www.zillow.com/homedetails/1332-Route-20-East-Durham-NY-12423/30500575_zpid/,"$236,010","$195,000",12423,4 beds,,NY,1332 Route 20,3 baths,"3,280 sqft",(518) 622-3238 
Nyack,http://www.zillow.com/homedetails/51-Tweed-Blvd-Nyack-NY-10960/32392547_zpid/,"$874,157","$1,495,000",10960,3 beds,,NY,51 Tweed Blvd,2.5 baths,"3,100 sqft",
Altamont,http://www.zillow.com/homedetails/5075-Western-Tpke-Altamont-NY-12009/29706697_zpid/,"$252,755","$300,000",12009,3 beds,,NY,5075 Western Tpke,1.5 baths,"1,868 sqft",
Freeport,http://www.zillow.com/homedetails/3-Noon-Pl-Freeport-NY-11520/31412148_zpid/,"$424,667","$339,000",11520,4 beds,,NY,3 Noon Pl,2.5 baths,"2,321 sqft",(718) 755-4233 
Cooperstown,http://www.zillow.com/homedetails/179-Chase-Rd-Cooperstown-NY-13326/2112018594_zpid/,"$339,050","$325,000",13326,2 beds,,NY,179 Chase Rd,2 baths,"1,800 sqft",(512) 590-4709 
Brooklyn,http://www.zillow.com/homedetails/618-Willoughby-Ave-APT-1-Brooklyn-NY-11206/30607425_zpid/,"$1,449,744","$3,500,000",11206,7 beds,,NY,618 Willoughby Ave APT 1,4 baths,"3,200 sqft",
Queensbury,http://www.zillow.com/homedetails/9-Lester-Dr-Queensbury-NY-12804/32929948_zpid/,"$194,699","$229,000",12804,4 beds,,NY,9 Lester Dr,2 baths,"2,099 sqft",(518) 232-4728 
Poughkeepsie,http://www.zillow.com/homedetails/96-Albany-St-Poughkeepsie-NY-12601/30081667_zpid/,"$110,017","$150,000",12601,2 beds,,NY,96 Albany St,1.5 baths,900 sqft,
Williston Park,http://www.zillow.com/homedetails/77-Lafayette-St-Williston-Park-NY-11596/31104168_zpid/,"$625,396","$599,000",11596,3 beds,,NY,77 Lafayette St,2 baths,"1,760 sqft",(347) 280-0158 
Angelica,http://www.zillow.com/homedetails/7461-Peavy-Rd-Angelica-NY-14709/29623016_zpid/,"$139,634","$265,000",14709,4 beds,,NY,7461 Peavy Rd,2 baths,"2,592 sqft",(716) 238-3279 
Jamaica,http://www.zillow.com/homedetails/22231-92nd-Rd-Jamaica-NY-11428/32152619_zpid/,"$464,640","$575,000",11428,4 beds,,NY,22231 92nd Rd,2.5 baths,"1,424 sqft",
Staten Island,http://www.zillow.com/homedetails/234-Brookfield-Ave-Staten-Island-NY-10308/32352352_zpid/,"$417,759","$449,000",10308,3 beds,,NY,234 Brookfield Ave,3 baths,"1,427 sqft",
Huntington,http://www.zillow.com/homedetails/10-Warner-Ct-Huntington-NY-11743/59585831_zpid/,"$848,141","$799,000",11743,5 beds,,NY,10 Warner Ct,3 baths,"2,800 sqft",(631) 988-9620 
Stamford,http://www.zillow.com/homedetails/21-Lake-St-Stamford-NY-12167/30065233_zpid/,"$81,975","$230,000",12167,4 beds,,NY,21 Lake St,2 baths,"1,575 sqft",
Brooklyn,http://www.zillow.com/homedetails/6802-10th-Ave-Brooklyn-NY-11219/30690312_zpid/,"$905,632","$1,350,000",11219,5 beds,,NY,6802 10th Ave,3 baths,"1,945 sqft",
New York,http://www.zillow.com/homedetails/211-Thompson-St-APT-2N-New-York-NY-10012/89134613_zpid/,"$734,313","$595,000",10012,Studio,,NY,211 Thompson St APT 2N,1 bath,450 sqft,
Bronx,http://www.zillow.com/homedetails/811-Walton-Ave-APT-E25-Bronx-NY-10451/2110321854_zpid/,"$478,905","$190,000",10451,1 bed,,NY,811 Walton Ave APT E25,1 bath,-- sqft,
Mastic Beach,http://www.zillow.com/homedetails/129-Woodside-Dr-Mastic-Beach-NY-11951/59545522_zpid/,"$154,588","$189,990",11951,4 beds,,NY,129 Woodside Dr,2 baths,"1,300 sqft",
Manhasset,http://www.zillow.com/homedetails/26-Hemlock-Rd-Manhasset-NY-11030/31083854_zpid/,"$2,000,580","$2,275,000",11030,5 beds,,NY,26 Hemlock Rd,5 baths,"4,773 sqft",
Bronx,http://www.zillow.com/homedetails/1095-Allerton-Ave-Bronx-NY-10469/29823107_zpid/,"$417,761","$729,990",10469,4 beds,,NY,1095 Allerton Ave,2.5 baths,"2,220 sqft",
Brooklyn,http://www.zillow.com/homedetails/1704-Shore-Blvd-Brooklyn-NY-11235/30791470_zpid/,"$978,341","$1,500,000",11235,4 beds,,NY,1704 Shore Blvd,2.5 baths,"1,884 sqft",
Cutchogue,http://www.zillow.com/homedetails/4800-Nassau-Point-Rd-Cutchogue-NY-11935/32756579_zpid/,,"$1,300,000",11935,4 beds,,NY,4800 Nassau Point Rd,5 baths,"3,000 sqft",(347) 804-5017 
Stony Brook,http://www.zillow.com/homedetails/10-Oak-St-Stony-Brook-NY-11790/2102939418_zpid/,"$313,789","$425,000",11790,2 beds,,NY,10 Oak St.,2 baths,"1,400 sqft",
Pleasantville,http://www.zillow.com/homedetails/135-Pierce-Dr-Pleasantville-NY-10570/33053204_zpid/,"$535,740","$900,000",10570,4 beds,,NY,135 Pierce Dr,3 baths,"1,926 sqft",
Queens,http://www.zillow.com/homedetails/139-39-Laurelton-Pkwy-Queens-NY-11422/2103846944_zpid/,"$599,930","$600,000",11422,9 beds,,NY,139-39 Laurelton Pkwy,4 baths,-- sqft,(347) 666-6631 
Arcade,http://www.zillow.com/homedetails/7473-Hiram-Road-42-Arcade-NY-14009/2102242390_zpid/,"$220,166","$160,000",14009,2 beds,,NY,7473 Hiram Road #42,1 bath,900 sqft,(716) 246-2052 
Arcade,http://www.zillow.com/homedetails/7473-Hiram-Rd-Arcade-NY-14009/98777742_zpid/,"$2,137,411","$160,000",14009,2 beds,,NY,7473 Hiram Rd,1 bath,900 sqft,
Kirkville,http://www.zillow.com/homedetails/7730-Brownell-Rd-TRLR-11-Kirkville-NY-13082/2102237324_zpid/,"$94,852","$28,000",13082,3 beds,,NY,7730 Brownell Rd #TRLR 11,1 bath,980 sqft,
Lake Placid,http://www.zillow.com/homedetails/331-Whiteface-Inn-Ln-APT-9-Lake-Placid-NY-12946/30429157_zpid/,"$438,457","$429,999",12946,2 beds,,NY,331 Whiteface Inn Ln APT 9,2 baths,"1,033 sqft",(585) 472-4006 
Bronx,http://www.zillow.com/homedetails/2936-Harrington-Ave-Bronx-NY-10461/29842640_zpid/,"$422,282","$448,995",10461,3 beds,,NY,2936 Harrington Ave,2.5 baths,"1,504 sqft",
Bayville,http://www.zillow.com/homedetails/18-15th-St-Bayville-NY-11709/31163163_zpid/,"$552,566","$585,000",11709,3 beds,,NY,18 15th St,2 baths,"1,800 sqft",
Malta,http://www.zillow.com/homedetails/81-Arrow-Wood-Pl-Malta-NY-12020/32439890_zpid/,"$161,144","$149,900",12020,2 beds,,NY,81 Arrow Wood Pl,1.5 baths,912 sqft,(772) 418-3322 
Binghamton,http://www.zillow.com/homedetails/96-Chapin-St-Binghamton-NY-13905/29720764_zpid/,"$107,823","$147,900",13905,6 beds,,NY,96 Chapin St,2 baths,"2,042 sqft",(607) 463-0024 
Syracuse,http://www.zillow.com/homedetails/917-Madison-St-APT-209-Syracuse-NY-13210/30428055_zpid/,"$75,599","$122,000",13210,1 bed,,NY,917 Madison St APT 209,1 bath,875 sqft,
