city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Middletown,http://www.zillow.com/homedetails/3-Crestview-Village-Middletown-PA-17057/2101781838_zpid/,"$77,956","$23,500",17057,3 beds,,PA,3 Crestview Village,2 baths,-- sqft,(717) 635-5760 
Palm,http://www.zillow.com/homedetails/1115-Station-Road-Palm-PA-18070/2101314874_zpid/,,"$259,000",18070,3 beds,,PA,1115 Station Road,2 baths,"3,744 sqft",(215) 272-9659 
East Peoria,http://www.zillow.com/homedetails/600-Kerfoot-St-East-Peoria-IL-61611/5312892_zpid/,"$188,331","$172,900",61611,4 beds,,IL,600 Kerfoot St,3 baths,"5,202 sqft",(850) 890-4107 
Hermann,http://www.zillow.com/homedetails/508-Market-St-Hermann-MO-65041/2104864381_zpid/,"$152,770","$169,000",65041,3 beds,,MO,508 Market St,1.5 baths,"1,779 sqft",(573) 353-3713 
Elmhurst,http://www.zillow.com/homedetails/630-S-Cedar-Ave-Elmhurst-IL-60126/4479704_zpid/,"$521,355","$511,111",60126,3 beds,,IL,630 S Cedar Ave,2 baths,"2,442 sqft",(847) 977-2559 
Fredonia,http://www.zillow.com/homedetails/9461-Fredonia-Stockton-Rd-Fredonia-NY-14063/29922689_zpid/,"$93,726","$215,000",14063,4 beds,,NY,9461 Fredonia - Stockton Rd,2 baths,"2,350 sqft",(716) 673-6649 
Strongsville,http://www.zillow.com/homedetails/12570-West-130th-Street-Strongsville-OH-44136/2102797616_zpid/,"$174,277","$160,000",44136,4 beds,,OH,12570 West 130th Street,3 baths,"1,968 sqft",(734) 788-4647 
Jefferson Township,http://www.zillow.com/homedetails/23-Glen-Road-Jefferson-Township-PA-18436/2100975847_zpid/,"$124,392","$139,900",18436,3 beds,,PA,23 Glen Road,1 bath,920 sqft,(570) 487-1445 
Sidney,http://www.zillow.com/homedetails/6-Grand-St-Sidney-NY-13838/30072323_zpid/,"$89,736","$209,000",13838,6 beds,,NY,6 Grand St,2 baths,"2,368 sqft",(607) 267-2536 
Indiana,http://www.zillow.com/homedetails/1362-Ben-Avon-St-Indiana-PA-15701/78655237_zpid/,"$75,498","$65,000",15701,2 beds,,PA,1362 Ben Avon St,1 bath,-- sqft,(724) 464-8886 
Saint Louis,http://www.zillow.com/homedetails/13-Granada-Way-Saint-Louis-MO-63124/2751478_zpid/,"$888,186","$965,000",63124,5 beds,,MO,13 Granada Way,5 baths,"3,477 sqft",
White Oak,http://www.zillow.com/homedetails/1109-Monongahela-Blvd-White-Oak-PA-15131/11500791_zpid/,"$77,137","$79,900",15131,2 beds,,PA,1109 Monongahela Blvd,1 bath,"1,207 sqft",
Laceyville,http://www.zillow.com/homedetails/366-Lacey-St-Laceyville-PA-18623/2115304364_zpid/,"$140,150","$240,000",18623,4 beds,,PA,366 Lacey St,2 baths,"2,316 sqft",(570) 780-2400 
Albany,http://www.zillow.com/homedetails/13-Little-Ln-Albany-NY-12202/29658882_zpid/,"$75,906","$89,500",12202,3 beds,,NY,13 Little Ln,1 bath,"1,008 sqft",(518) 428-0712 
Angola,http://www.zillow.com/homedetails/8931-Versailles-Rd-Angola-NY-14006/30326749_zpid/,"$486,592","$550,000",14006,5 beds,,NY,8931 Versailles Rd,5 baths,"5,796 sqft",(716) 864-1566 
Philadelphia,http://www.zillow.com/homedetails/4433-Frankford-Ave-Philadelphia-PA-19124/10288644_zpid/,,"$135,000",19124,-- beds,,PA,4433 Frankford Ave,-- baths,"3,150 sqft",
Staten Island,http://www.zillow.com/homedetails/95-Essex-Dr-APT-3H-Staten-Island-NY-10314/32316764_zpid/,"$251,598","$349,000",10314,2 beds,,NY,95 Essex Dr APT 3H,2 baths,"1,026 sqft",(718) 285-4497 
Alsip,http://www.zillow.com/homedetails/12026-S-Kathleen-Ct-Alsip-IL-60803/4101990_zpid/,"$203,349","$234,900",60803,3 beds,,IL,12026 S Kathleen Ct,2 baths,"1,676 sqft",(630) 781-5035 
Pomeroy,http://www.zillow.com/homedetails/45080-Baum-Addition-Rd-Pomeroy-OH-45769/110417537_zpid/,"$103,266","$154,900",45769,3 beds,,OH,45080 Baum Addition Rd,2 baths,"1,300 sqft",
Leipsic,http://www.zillow.com/homedetails/635-E-Liberty-St-Leipsic-OH-45856/107295739_zpid/,"$108,135","$94,500",45856,3 beds,,OH,635 E Liberty St,2 baths,"1,609 sqft",
E Northport,http://www.zillow.com/homedetails/604-Pulaski-Rd-E-Northport-NY-11731/59567990_zpid/,"$392,700","$389,900",11731,4 beds,,NY,604 Pulaski Rd,3 baths,"1,200 sqft",(631) 261-0836 
La Mesa,http://www.zillow.com/homedetails/5828-Clay-Ave-La-Mesa-CA-91942/17028961_zpid/,"$505,403","$539,000",91942,4 beds,,CA,5828 Clay Ave,2 baths,"2,100 sqft",
Bristol,http://www.zillow.com/homedetails/1148-6th-Ave-Bristol-PA-19007/8960017_zpid/,"$150,819","$193,900",19007,3 beds,,PA,1148 6th Ave,2 baths,"1,209 sqft",(215) 781-1374 
Glenside,http://www.zillow.com/homedetails/158-Logan-Ave-Glenside-PA-19038/10027618_zpid/,"$240,217","$264,900",19038,3 beds,,PA,158 Logan Ave,2.5 baths,"1,960 sqft",(215) 292-5617 
Williamsport,http://www.zillow.com/homedetails/860-Park-Ave-Williamsport-PA-17701/2106082056_zpid/,"$74,933","$149,000",17701,4 beds,,PA,860 Park Ave,1.5 baths,"2,225 sqft",(570) 326-9116 
Neosho,http://www.zillow.com/homedetails/17007-Highway-Hh-Neosho-MO-64850/112915539_zpid/,"$164,347","$179,900",64850,4 beds,,MO,17007 Highway Hh,3 baths,"2,859 sqft",(417) 592-9223 
Carrollton,http://www.zillow.com/homedetails/514-W-4th-Street-Ter-Carrollton-MO-64633/2107228633_zpid/,,"$98,900",64633,3 beds,,MO,514 W 4th Street Ter,2 baths,"2,500 sqft",(660) 542-6208 
Brooklyn,http://www.zillow.com/homedetails/New-York-Avenue-4-Brooklyn-NY-11210/2100678075_zpid/,"$702,160","$624,995",11210,-- beds,,NY,New York Avenue #4,-- baths,-- sqft,(646) 783-8846 
Macomb,http://www.zillow.com/homedetails/846-E-Franklin-St-Macomb-IL-61455/116474113_zpid/,,"$255,000",61455,4 beds,,IL,846 E Franklin St,3 baths,"3,911 sqft",
Fresno,http://www.zillow.com/homedetails/7623-N-Meridian-Ave-Fresno-CA-93720/18693647_zpid/,"$382,934","$445,170",93720,4 beds,,CA,7623 N Meridian Ave,2.75 baths,"2,698 sqft",(559) 907-4134 
Queens,http://www.zillow.com/homedetails/220-145rd-Queens-NY-11413/2100556738_zpid/,"$1,057,066","$449,000",11413,3 beds,,NY,220 145rd,3 baths,-- sqft,(516) 567-1357 
Elmira,http://www.zillow.com/homedetails/117-Glen-Ave-Elmira-NY-14905/29967087_zpid/,"$115,856","$160,000",14905,3 beds,,NY,117 Glen Ave,2 baths,"1,788 sqft",(607) 738-0391 
Steelton,http://www.zillow.com/homedetails/332-S-3rd-St-Steelton-PA-17113/2101615357_zpid/,"$72,046","$38,000",17113,1 bed,,PA,332 S 3rd St,1 bath,"2,071 sqft",(717) 469-5895 
Equinunk,http://www.zillow.com/homedetails/48-Oak-Ln-Equinunk-PA-18417/2100960549_zpid/,"$61,707","$26,900",18417,2 beds,,PA,48 Oak Ln,1 bath,-- sqft,(917) 573-2817 
Mount Carmel,http://www.zillow.com/homedetails/112-S-Pine-St-Mount-Carmel-PA-17851/78748962_zpid/,"$47,204","$11,999",17851,3 beds,,PA,112 S Pine St,1 bath,"1,600 sqft",(570) 875-8420 
Carrollton,http://www.zillow.com/homedetails/552-N-Lisbon-St-Carrollton-OH-44615/33243321_zpid/,"$74,361","$89,999",44615,3 beds,,OH,552 N Lisbon St,2 baths,"1,750 sqft",(330) 627-1720 
Far Rockaway,http://www.zillow.com/homedetails/2446-Beach-Channel-Dr-Far-Rockaway-NY-11691/62945164_zpid/,"$430,947","$499,000",11691,6 beds,,NY,2446 Beach Channel Dr,4 baths,"2,750 sqft",(212) 777-5200 
Johnstown,http://www.zillow.com/homedetails/133-Wonder-St-Johnstown-PA-15905/78554453_zpid/,"$79,873","$55,000",15905,2 beds,,PA,133 Wonder St,1 bath,708 sqft,(804) 994-8444 
Reading,http://www.zillow.com/homedetails/4316-Sylvan-Drive-Reading-PA-19606/2101611888_zpid/,"$172,392","$210,000",19606,4 beds,,PA,4316 Sylvan Drive,2 baths,"1,728 sqft",(610) 639-2426 
Hacienda Heights,http://www.zillow.com/homedetails/15302-Los-Altos-Dr-Hacienda-Heights-CA-91745/21490685_zpid/,"$613,148","$620,000",91745,3 beds,,CA,15302 Los Altos Dr,2 baths,"1,384 sqft",(210) 807-0228 
Rockford,http://www.zillow.com/homedetails/6281-Denwood-Dr-Rockford-IL-61114/5519767_zpid/,"$166,169","$174,000",61114,4 beds,,IL,6281 Denwood Dr,3 baths,"1,996 sqft",(815) 509-3388 
Rogersville,http://www.zillow.com/homedetails/120-W-Front-St-Rogersville-MO-65742/2102287616_zpid/,"$54,013","$50,000",65742,2 beds,,MO,120 W Front St,1 bath,672 sqft,(417) 818-9720 
Bronx,http://www.zillow.com/homedetails/2880-Briggs-Avenue-Bronx-NY-10458/2100556374_zpid/,"$461,322","$605,000",10458,9 beds,,NY,2880 Briggs Avenue.,4 baths,-- sqft,(718) 300-7057 
Bronx,http://www.zillow.com/homedetails/2746-Tenbroeck-Avenue-Bronx-NY-10469/2100755860_zpid/,"$425,924","$499,900",10469,3 beds,,NY,2746 Tenbroeck Avenue,2 baths,"1,675 sqft",(920) 710-0226 
Dekalb,http://www.zillow.com/homedetails/938-E-Garden-St-Dekalb-IL-60115/61701608_zpid/,"$101,753","$111,500",60115,3 beds,,IL,938 E Garden St,1 bath,960 sqft,(815) 751-6747 
Brooklyn,http://www.zillow.com/homedetails/206-Huron-St-Brooklyn-NY-11222/2104292007_zpid/,"$2,869,813","$3,200,000",11222,12 beds,,NY,206 Huron St,6 baths,"4,000 sqft",(718) 662-8137 
Lewistown,http://www.zillow.com/homedetails/120-Academy-Hl-Lewistown-PA-17044/2104368865_zpid/,"$78,921","$115,000",17044,2 beds,,PA,120 Academy Hl,1.5 baths,"1,295 sqft",(717) 248-5634 
Erie,http://www.zillow.com/homedetails/1015-W-6th-St-Erie-PA-16507/52565924_zpid/,"$110,042","$179,900",16507,3 beds,,PA,1015 W 6th St,1.5 baths,"2,748 sqft",(814) 881-9991 
Delphos,http://www.zillow.com/homedetails/826-E-3rd-St-Delphos-OH-45833/33107673_zpid/,"$89,904","$159,900",45833,3 beds,,OH,826 E 3rd St,3 baths,"1,938 sqft",(567) 204-0347 
Far Rockaway,http://www.zillow.com/homedetails/1420-Mcbride-St-Far-Rockaway-NY-11691/32221304_zpid/,"$395,212","$379,000",11691,4 beds,,NY,1420 Mcbride St,4 baths,"2,000 sqft",(646) 206-4169 
San Bernardino,http://www.zillow.com/homedetails/2394-Walnut-St-San-Bernardino-CA-92410/17229234_zpid/,"$266,911","$290,000",92410,4 beds,,CA,2394 Walnut St,2 baths,"1,442 sqft",(951) 250-3434 
Elverson,http://www.zillow.com/homedetails/2500-Hopewell-Rd-Elverson-PA-19520/8866274_zpid/,"$204,877","$222,000",19520,4 beds,,PA,2500 Hopewell Rd,1.5 baths,"1,344 sqft",(610) 226-5526 
Philadelphia,http://www.zillow.com/homedetails/1211-Pine-St-Philadelphia-PA-19107/10196784_zpid/,"$605,473","$715,000",19107,3 beds,,PA,1211 Pine St,3 baths,"1,738 sqft",(267) 977-0850 
Forest Hills,http://www.zillow.com/homedetails/10848-70th-Rd-APT-12A-Forest-Hills-NY-11375/82829957_zpid/,"$210,934","$330,000",11375,1 bed,,NY,10848 70th Rd APT 12A,1 bath,900 sqft,(917) 327-3637 
Ste Genevieve,http://www.zillow.com/homedetails/10722-Roth-Quarry-Road-Ste-Genevieve-MO-63670/2102280650_zpid/,"$160,174","$178,000",63670,3 beds,,MO,10722 Roth Quarry Road,2 baths,"1,816 sqft",(314) 954-6649 
Kankakee,http://www.zillow.com/homedetails/715-Park-Place-Kankakee-IL-60901/2102525473_zpid/,"$160,832","$245,500",60901,4 beds,,IL,715 Park Place,3.5 baths,"3,219 sqft",
Youngstown,http://www.zillow.com/homedetails/3011-Orchard-Dr-Youngstown-NY-14174/31479493_zpid/,"$96,865","$169,900",14174,2 beds,,NY,3011 Orchard Dr,1 bath,"1,200 sqft",(716) 807-2409 
Huron,http://www.zillow.com/homedetails/323-Shawnee-Place-Huron-OH-44904/2102183613_zpid/,"$228,282","$239,500",44904,3 beds,,OH,323 Shawnee Place,2 baths,"1,440 sqft",(419) 565-1078 
Fairport,http://www.zillow.com/homedetails/21-Kirkby-Trl-Fairport-NY-14450/31022748_zpid/,"$322,742","$325,000",14450,4 beds,,NY,21 Kirkby Trl,3 baths,"2,800 sqft",(585) 425-1849 
Saint Louis,http://www.zillow.com/homedetails/4812-Weber-Rd-Saint-Louis-MO-63123/2856050_zpid/,"$100,849","$85,000",63123,2 beds,,MO,4812 Weber Rd,1 bath,832 sqft,(314) 387-8282 
Sarver,http://www.zillow.com/homedetails/306-Silverview-Dr-Sarver-PA-16055/75192501_zpid/,"$176,905","$225,000",16055,3 beds,,PA,306 Silverview Dr,2 baths,-- sqft,(724) 448-9966 
Utica,http://www.zillow.com/homedetails/309-Lomond-Pl-Utica-NY-13502/31573976_zpid/,"$84,558","$100,000",13502,3 beds,,NY,309 Lomond Pl,1 bath,"1,080 sqft",
Chicago,http://www.zillow.com/homedetails/4031-N-Melvina-Ave-Chicago-IL-60634/3652556_zpid/,"$286,001","$288,000",60634,3 beds,,IL,4031 N Melvina Ave,2 baths,"2,100 sqft",(630) 432-5922 
Zelienople,http://www.zillow.com/homedetails/104-Chestnut-St-Zelienople-PA-16063/75195255_zpid/,"$170,054","$249,900",16063,3 beds,,PA,104 Chestnut St,2.5 baths,-- sqft,(724) 584-4726 
Catasauqua,http://www.zillow.com/homedetails/124-2nd-St-Catasauqua-PA-18032/9621159_zpid/,"$182,096","$199,000",18032,5 beds,,PA,124 2nd St,3 baths,"2,827 sqft",(484) 239-4029 
San Juan Capistrano,http://www.zillow.com/homedetails/27703-Ortega-Hwy-SPC-89-San-Juan-Capistrano-CA-92675/64646413_zpid/,"$587,168","$185,000",92675,2 beds,,CA,27703 Ortega Hwy SPC 89,2 baths,"1,536 sqft",
Staten Island,http://www.zillow.com/homedetails/22-Elias-Pl-Staten-Island-NY-10314/32280897_zpid/,"$592,632","$779,000",10314,5 beds,,NY,22 Elias Pl,3 baths,"2,300 sqft",(718) 442-8600 
Whitestone,http://www.zillow.com/homedetails/16-08-163rd-Street-Whitestone-NY-11357/2100749757_zpid/,"$269,575","$179,888",11357,1 bed,,NY,16-08 163rd Street,1 bath,560 sqft,(646) 637-8761 
Kansas City,http://www.zillow.com/homedetails/1436-W-51st-St-Kansas-City-MO-64112/2345663_zpid/,"$305,213","$350,000",64112,3 beds,,MO,1436 W 51st St,2 baths,"2,088 sqft",
Whittier,http://www.zillow.com/homedetails/11724-Colima-Rd-Whittier-CA-90604/21378504_zpid/,"$718,518","$725,000",90604,2 beds,,CA,11724 Colima Rd,3 baths,"2,354 sqft",(714) 745-9600 
York,http://www.zillow.com/homedetails/308-Reinecke-Pl-York-PA-17403/63910615_zpid/,"$70,049","$35,000",17403,3 beds,,PA,308 Reinecke Pl,1.5 baths,"1,110 sqft",
Telford,http://www.zillow.com/homedetails/90-Ridge-Rd-Telford-PA-18969/9984811_zpid/,"$278,336","$289,000",18969,3 beds,,PA,90 Ridge Rd,2 baths,"2,000 sqft",(215) 860-6424 
Willoughby,http://www.zillow.com/homedetails/35501-Kilarney-Rd-Willoughby-OH-44094/34503394_zpid/,"$139,674","$163,900",44094,3 beds,,OH,35501 Kilarney Rd,2 baths,"1,400 sqft",(440) 391-9925 
Corona,http://www.zillow.com/homedetails/34th-Ave-And-101-Street-Corona-NY-11368/2100822300_zpid/,"$822,608","$899,000",11368,5 beds,,NY,34th Ave And 101 Street,3 baths,"2,640 sqft",(917) 536-8933 
Chicago,http://www.zillow.com/homedetails/5755-S-Neenah-Ave-Chicago-IL-60638/3945322_zpid/,"$246,343","$259,900",60638,4 beds,,IL,5755 S Neenah Ave,2.5 baths,"1,700 sqft",(773) 510-2150 
Jamaica,http://www.zillow.com/homedetails/13849-Springfield-Blvd-Jamaica-NY-11413/32202269_zpid/,"$480,951","$459,500",11413,4 beds,,NY,13849 Springfield Blvd,3 baths,"2,063 sqft",(917) 600-5496 
Bellwood,http://www.zillow.com/homedetails/738-Lower-Riggles-Gap-Rd-Bellwood-PA-16617/2101572123_zpid/,"$98,594","$70,000",16617,-- beds,,PA,738 Lower Riggles Gap Rd,-- baths,-- sqft,(814) 215-0727 
Flushing,http://www.zillow.com/homedetails/6139-84th-St-Flushing-NY-11379/31994583_zpid/,"$635,528","$950,000",11379,4 beds,,NY,6139 84th St,3 baths,"1,056 sqft",(347) 624-8608 
South Gibson,http://www.zillow.com/homedetails/3009-State-Route-2067-South-Gibson-PA-18842/2101593844_zpid/,"$220,110","$199,000",18842,5 beds,,PA,3009 State Route 2067,2 baths,"2,000 sqft",(570) 267-0601 
Chesterfield,http://www.zillow.com/homedetails/16121-Walnut-Hill-Farm-Dr-Chesterfield-MO-63005/2756894_zpid/,"$1,226,510","$1,425,000",63005,6 beds,,MO,16121 Walnut Hill Farm Dr,5 baths,"6,556 sqft",(314) 308-5745 
Elmhurst,http://www.zillow.com/homedetails/0S600-Old-York-Rd-APT-203-Elmhurst-IL-60126/2124418144_zpid/,"$112,134","$135,000",60126,2 beds,,IL,0S600 Old York Rd APT 203,1 bath,725 sqft,(630) 373-9865 
Uniontown,http://www.zillow.com/homedetails/42-Ben-Lomond-Street-5-UNITS-Uniontown-PA-15401/2101181890_zpid/,"$163,292","$247,500",15401,Studio,,PA,42 Ben Lomond Street #5 UNITS,-- baths,-- sqft,(724) 880-4644 
Twinsburg,http://www.zillow.com/homedetails/10445-White-Ash-Trl-Twinsburg-OH-44087/35413198_zpid/,"$159,060","$184,400",44087,2 beds,,OH,10445 White Ash Trl,2 baths,"1,712 sqft",(440) 318-1720 
Plainview,http://www.zillow.com/homedetails/6-Radnor-Rd-Plainview-NY-11803/31132735_zpid/,"$655,194","$655,000",11803,5 beds,,NY,6 Radnor Rd,3 baths,"2,533 sqft",(516) 457-9888 
New York,http://www.zillow.com/homedetails/200-E-74th-St-APT-14F-New-York-NY-10021/2100664219_zpid/,"$1,795,441","$775,000",10021,1 bed,,NY,200 E 74th St APT 14F,1 bath,-- sqft,
Buttonwillow,http://www.zillow.com/homedetails/259-W-3rd-St-Buttonwillow-CA-93206/18917603_zpid/,"$83,404","$23,000",93206,2 beds,,CA,259 W 3rd St,1 bath,560 sqft,(281) 501-0131 
Uniontown,http://www.zillow.com/homedetails/166-West-Berkley-Street-2-UNITS-Uniontown-PA-15401/2101181140_zpid/,"$47,136","$79,900",15401,-- beds,,PA,166 West Berkley Street #2 UNITS,-- baths,-- sqft,(724) 880-4644 
Nanty Glo,http://www.zillow.com/homedetails/1031-Vine-St-Nanty-Glo-PA-15943/78548389_zpid/,"$42,253","$19,900",15943,2 beds,,PA,1031 Vine St,1 bath,"1,213 sqft",(914) 418-5738 
Cresco,http://www.zillow.com/homedetails/308-Bumblebee-Pass-Cresco-PA-18326/9821378_zpid/,"$83,642","$125,000",18326,2 beds,,PA,308 Bumblebee Pass,2 baths,"1,008 sqft",(570) 730-1954 
Oakland Gardens,http://www.zillow.com/homedetails/21945-67th-Ave-Oakland-Gardens-NY-11364/2132920568_zpid/,"$249,600","$633,000",11364,3 beds,,NY,21945 67th Ave,2 baths,"1,050 sqft",(917) 770-6230 
Smithtown,http://www.zillow.com/homedetails/28-Edgar-Dr-Smithtown-NY-11787/32688822_zpid/,"$434,038","$650,000",11787,4 beds,,NY,28 Edgar Dr,3 baths,-- sqft,(631) 445-5625 
Du Quoin,http://www.zillow.com/homedetails/509-E-Main-St-Du-Quoin-IL-62832/115718604_zpid/,"$88,425","$135,000",62832,3 beds,,IL,509 E Main St,2 baths,"1,713 sqft",(618) 967-1808 
Versailles,http://www.zillow.com/homedetails/19326-Highway-5-Versailles-MO-65084/2101952501_zpid/,"$155,846","$219,000",65084,5 beds,,MO,19326 Highway 5,3.5 baths,"2,760 sqft",(573) 569-2998 
Oceanside,http://www.zillow.com/homedetails/2730-Penkea-Dr-Oceanside-CA-92054/16581706_zpid/,"$453,817","$440,000",92054,3 beds,,CA,2730 Penkea Dr,2 baths,"1,248 sqft",
Philadelphia,http://www.zillow.com/homedetails/316-Ripka-St-Philadelphia-PA-19128/10269054_zpid/,"$273,902","$279,900",19128,3 beds,,PA,316 Ripka St,3 baths,"1,620 sqft",(267) 579-0108 
Lemoyne,http://www.zillow.com/homedetails/883-Walnut-St-Lemoyne-PA-17043/9254442_zpid/,"$175,227","$219,000",17043,4 beds,,PA,883 Walnut St,2 baths,"2,054 sqft",(717) 877-0291 
Plato,http://www.zillow.com/homedetails/12372-Lark-Dr-Plato-MO-65552/2145856593_zpid/,"$79,611","$89,000",65552,2 beds,,MO,12372 Lark Dr,1 bath,"1,400 sqft",(757) 650-0715 
Edgewood,http://www.zillow.com/homedetails/115-Dewey-St-Edgewood-PA-15218/11381747_zpid/,"$294,930","$325,000",15218,3 beds,,PA,115 Dewey St,2.5 baths,"1,904 sqft",(412) 687-1215 
Akron,http://www.zillow.com/homedetails/1539-Sunset-Ave-Akron-OH-44301/35475354_zpid/,"$78,147","$85,000",44301,3 beds,,OH,1539 Sunset Ave,1 bath,"1,056 sqft",
New York,http://www.zillow.com/homedetails/429-Greenwich-St-APT-5A-New-York-NY-10013/31494921_zpid/,"$3,139,497","$3,300,000",10013,3 beds,,NY,429 Greenwich St APT 5A,2 baths,"1,823 sqft",(551) 221-6184 
Hillsboro,http://www.zillow.com/homedetails/809-N-High-St-Hillsboro-OH-45133/75073954_zpid/,"$97,564","$59,900",45133,3 beds,,OH,809 N High St,2 baths,"1,746 sqft",(937) 763-2961 
Pittsburgh,http://www.zillow.com/homedetails/711-Macfarlane-Dr-Pittsburgh-PA-15235/11452410_zpid/,"$88,030","$78,000",15235,4 beds,,PA,711 Macfarlane Dr,2 baths,"1,220 sqft",(412) 951-1313 
Brooklyn,http://www.zillow.com/homedetails/988-Brooklyn-Ave-Brooklyn-NY-11203/30659544_zpid/,"$672,355","$899,000",11203,9 beds,,NY,988 Brooklyn Ave,4 baths,"1,495 sqft",(347) 666-6631 
Plainview,http://www.zillow.com/homedetails/654-Old-Country-Rd-Plainview-NY-11803/111128091_zpid/,"$597,445","$499,999",11803,4 beds,,NY,654 Old Country Rd,4 baths,"3,250 sqft",(516) 805-0793 
Millersville,http://www.zillow.com/homedetails/188-Victoria-Rd-Millersville-PA-17551/54235294_zpid/,"$276,359","$299,000",17551,4 beds,,PA,188 Victoria Rd,3 baths,"3,182 sqft",(717) 947-0323 
Saint Clair,http://www.zillow.com/homedetails/1620-Peacock-Rd-Saint-Clair-MO-63077/67528210_zpid/,"$152,942","$162,900",63077,4 beds,,MO,1620 Peacock Rd,3 baths,"1,584 sqft",(224) 520-1251 
Chatsworth,http://www.zillow.com/homedetails/14-N-3rd-St-Chatsworth-IL-60921/105634394_zpid/,"$51,523","$51,500",60921,2 beds,,IL,14 N 3rd St,1 bath,"1,369 sqft",(309) 266-5443 
Swan Lake,http://www.zillow.com/homedetails/905-Briscoe-Rd-Swan-Lake-NY-12783/32775108_zpid/,"$202,503","$250,000",12783,4 beds,,NY,905 Briscoe Rd,2 baths,"2,500 sqft",(845) 866-2032 
Bakersfield,http://www.zillow.com/homedetails/409-Monterey-St-Bakersfield-CA-93305/18888617_zpid/,"$109,303","$102,000",93305,3 beds,,CA,409 Monterey St,1 bath,"1,225 sqft",(661) 374-9685 
Altoona,http://www.zillow.com/homedetails/RD1-Box-669-Altoona-PA-16601/2101551339_zpid/,"$161,253","$72,000",16601,-- beds,,PA,RD1 Box 669,-- baths,-- sqft,(814) 215-0727 
Westerville,http://www.zillow.com/homedetails/67-Parkview-Ave-Westerville-OH-43081/34003838_zpid/,"$164,384","$225,000",43081,3 beds,,OH,67 Parkview Ave,1.5 baths,"1,243 sqft",(614) 975-2995 
Anderson Township,http://www.zillow.com/homedetails/6965-Bridges-Road-Anderson-Township-OH-45230/2100891500_zpid/,"$289,255","$195,000",45230,4 beds,,OH,6965 Bridges Road,1.5 baths,"2,780 sqft",(347) 891-9342 
Yonkers,http://www.zillow.com/homedetails/237-Rosedale-Rd-Yonkers-NY-10710/2120025358_zpid/,"$434,445","$385,000",10710,4 beds,,NY,237 Rosedale Rd,2 baths,"2,600 sqft",(646) 320-7472 
Olivette,http://www.zillow.com/homedetails/8-Bon-Hills-Dr-Olivette-MO-63132/2739550_zpid/,"$431,384","$358,000",63132,4 beds,,MO,8 Bon Hills Dr,3 baths,"3,000 sqft",(314) 497-7825 
Colona,http://www.zillow.com/homedetails/2-Cottonwood-Ln-Colona-IL-61241/84779597_zpid/,"$154,176","$145,000",61241,4 beds,,IL,2 Cottonwood Ln,2 baths,"2,044 sqft",(309) 781-1948 
Williamsport,http://www.zillow.com/homedetails/2106-Northway-Rd-Williamsport-PA-17701/2128623520_zpid/,,"$290,000",17701,5 beds,,PA,2106 Northway Rd,3 baths,"4,000 sqft",(570) 506-7284 
Washington,http://www.zillow.com/homedetails/13-Sharp-Avenue-Washington-PA-15301/2100919059_zpid/,"$69,500","$159,900",15301,4 beds,,PA,13 Sharp Avenue,2 baths,-- sqft,(724) 554-2733 
Lancaster,http://www.zillow.com/homedetails/5098-William-St-Lancaster-NY-14086/30361365_zpid/,"$201,477","$219,900",14086,3 beds,,NY,5098 William St,2 baths,"1,500 sqft",(716) 310-7969 
