city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Indianapolis,http://www.zillow.com/homedetails/3808-N-Arlington-Ave-Indianapolis-IN-46226/1140545_zpid/,"$57,413 ","$63,000 ",46226,3 beds,,IN,3808 N Arlington Ave,1 bath,"1,722 sqft",(800) 503-3450 
Indianapolis,http://www.zillow.com/homedetails/3815-N-Butler-Ave-Indianapolis-IN-46226/1137998_zpid/,"$44,618 ","$68,000 ",46226,3 beds,,IN,3815 N Butler Ave,1 bath,"1,178 sqft",(800) 503-3450 
Lapel,http://www.zillow.com/homedetails/339-S-Woodward-St-Lapel-IN-46051/94504528_zpid/,"$125,102 ","$189,900 ",46051,5 beds,,IN,339 S Woodward St,2 baths,"2,200 sqft",(574) 835-8802 
Dyer,http://www.zillow.com/homedetails/2666-Castlewood-Dr-Dyer-IN-46311/73285586_zpid/,"$277,323 ","$287,900 ",46311,4 beds,,IN,2666 Castlewood Dr,2.5 baths,"2,959 sqft",(219) 864-8904 
Valparaiso,http://www.zillow.com/homedetails/3801-Hemlock-Dr-Valparaiso-IN-46383/81535892_zpid/,"$150,948 ","$185,000 ",46383,4 beds,,IN,3801 Hemlock Dr,1.75 baths,"1,820 sqft",(219) 476-5462 
Muncie,http://www.zillow.com/homedetails/1908-E-Russey-St-Muncie-IN-47303/2130161173_zpid/,"$42,676 ","$28,000 ",47303,3 beds,,IN,1908 E Russey St,1 bath,"1,064 sqft",
Lawrenceburg,http://www.zillow.com/homedetails/21384-Fox-Ridge-Rd-Lawrenceburg-IN-47025/2119469108_zpid/,"$221,554 ","$249,900 ",47025,4 beds,,IN,21384 Fox Ridge Rd,4 baths,"2,517 sqft",
Elkhart,http://www.zillow.com/homedetails/1211-Kilbourn-St-Elkhart-IN-46514/50607805_zpid/,"$85,527 ","$95,000 ",46514,3 beds,,IN,1211 Kilbourn St,1.5 baths,"1,296 sqft",(574) 361-5906 
Tipton,http://www.zillow.com/homedetails/1034-N-Main-St-Tipton-IN-46072/85728280_zpid/,"$140,571 ","$219,000 ",46072,4 beds,,IN,1034 N Main St,2 baths,"3,500 sqft",(317) 385-4400 
Terre Haute,http://www.zillow.com/homedetails/2120-S-Center-St-Terre-Haute-IN-47802/2133950385_zpid/,"$61,027 ","$84,900 ",47802,2 beds,,IN,2120 S Center St,1 bath,"1,176 sqft",
Attica,http://www.zillow.com/homedetails/124-David-Dr-Attica-IN-47918/85252150_zpid/,"$84,219 ","$87,289 ",47918,3 beds,,IN,124 David Dr,1 bath,"1,255 sqft",(765) 585-4648 
Shelbyville,http://www.zillow.com/homedetails/334-E-Pennsylvania-St-Shelbyville-IN-46176/120247750_zpid/,"$39,139 ","$8,500 ",46176,2 beds,,IN,334 E Pennsylvania St,1 bath,876 sqft,(317) 512-2992 
Dyer,http://www.zillow.com/homedetails/1940-Hart-St-Dyer-IN-46311/73282674_zpid/,"$170,696 ","$219,900 ",46311,3 beds,,IN,1940 Hart St,2 baths,"2,158 sqft",(219) 308-9066 
Indianapolis,http://www.zillow.com/homedetails/2302-N-Kenwood-Ave-Indianapolis-IN-46208/1096099_zpid/,"$48,996 ","$10,000 ",46208,3 beds,,IN,2302 N Kenwood Ave,1 bath,"1,494 sqft",(707) 227-7070 
Brookville,http://www.zillow.com/homedetails/1033-Cliff-St-Brookville-IN-47012/85254993_zpid/,"$174,074 ","$309,900 ",47012,4 beds,,IN,1033 Cliff St,3.5 baths,"3,000 sqft",(812) 290-4367 
Indianapolis,http://www.zillow.com/homedetails/2655-S-Sheridan-Ave-Indianapolis-IN-46203/1225303_zpid/,"$111,105 ","$127,500 ",46203,3 beds,,IN,2655 S Sheridan Ave,1.5 baths,"1,700 sqft",(317) 603-2792 
Frankfort,http://www.zillow.com/homedetails/505-S-Main-St-Frankfort-IN-46041/85147404_zpid/,"$121,453 ","$55,000 ",46041,3 beds,,IN,505 S Main St,1 bath,"3,057 sqft",(256) 302-0642 
Lawrenceburg,http://www.zillow.com/homedetails/21394-Foxridge-Circle-Lawrenceburg-IN-47025/97910093_zpid/,"$283,385 ","$249,900 ",47025,4 beds,,IN,21394 Foxridge Circle,4 baths,"2,517 sqft",(301) 528-9333 
Indianapolis,http://www.zillow.com/homedetails/650-Eugene-St-Indianapolis-IN-46208/1098756_zpid/,"$55,564 ","$69,900 ",46208,4 beds,,IN,650 Eugene St,2 baths,"1,784 sqft",(317) 507-0220 
Brookville,http://www.zillow.com/homedetails/5178-Big-Cedar-Rd-Brookville-IN-47012/94316746_zpid/,,"$349,900 ",47012,3 beds,,IN,5178 Big Cedar Rd,1 bath,"1,344 sqft",(513) 532-0250 
Fort Wayne,http://www.zillow.com/homedetails/1611-Sycamore-Hills-Dr-Fort-Wayne-IN-46814/73177359_zpid/,"$460,188 ","$424,900 ",46814,4 beds,,IN,1611 Sycamore Hills Dr,4.5 baths,"5,008 sqft",(260) 348-6257 
Fort Wayne,http://www.zillow.com/homedetails/12323-Sanctuary-Trl-Fort-Wayne-IN-46814/73185917_zpid/,"$202,724 ","$234,900 ",46814,4 beds,,IN,12323 Sanctuary Trl,2.5 baths,"2,240 sqft",
Bedford,http://www.zillow.com/homedetails/131-Ikerd-Ln-Bedford-IN-47421/85557456_zpid/,"$335,376 ","$399,500 ",47421,4 beds,,IN,131 Ikerd Ln,3 baths,"4,250 sqft",(812) 277-6091 
Lexington,http://www.zillow.com/homedetails/1703-S-1400-W-Lexington-IN-47138/85421100_zpid/,"$152,004 ","$150,000 ",47138,4 beds,,IN,1703 S 1400 W,2 baths,"1,920 sqft",(812) 265-5605 
Loogootee,http://www.zillow.com/homedetails/414-Fairview-St-Loogootee-IN-47553/85569338_zpid/,"$58,550 ","$74,500 ",47553,2 beds,,IN,414 Fairview St,1 bath,"1,224 sqft",(812) 617-5992 
Gary,http://www.zillow.com/homedetails/3634-Pennsylvania-St-Gary-IN-46409/73341981_zpid/,"$64,609 ","$58,000 ",46409,4 beds,,IN,3634 Pennsylvania St,2 baths,"1,564 sqft",(317) 396-0510 
Fort Wayne,http://www.zillow.com/homedetails/1805-W-State-Blvd-Fort-Wayne-IN-46808/73203891_zpid/,"$76,700 ","$72,000 ",46808,3 beds,,IN,1805 W State Blvd,1 bath,"1,209 sqft",(317) 396-0510 
Hartford City,http://www.zillow.com/homedetails/32-S-Shamrock-Rd-Hartford-City-IN-47348/85113076_zpid/,"$106,657 ","$164,900 ",47348,3 beds,,IN,32 S Shamrock Rd,2 baths,"1,504 sqft",(765) 499-0498 
Indianapolis,http://www.zillow.com/homedetails/3225-Boulevard-Pl-Indianapolis-IN-46208/1078273_zpid/,"$47,240 ","$23,000 ",46208,3 beds,,IN,3225 Boulevard Pl,1 bath,"1,720 sqft",(317) 657-8690 
Salem,http://www.zillow.com/homedetails/901-S-Jackson-St-Salem-IN-47167/94627588_zpid/,"$179,925 ","$235,000 ",47167,3 beds,,IN,901 S Jackson St,2 baths,"1,606 sqft",(812) 620-7201 
Hobart,http://www.zillow.com/homedetails/5686-W-700-N-Hobart-IN-46342/71134044_zpid/,"$166,867 ","$189,900 ",46342,3 beds,,IN,5686 W 700 N,3 baths,"1,790 sqft",(219) 771-3535 
South Bend,http://www.zillow.com/homedetails/2720-Hilltop-Dr-South-Bend-IN-46614/77034543_zpid/,"$83,449 ","$139,999 ",46614,2 beds,,IN,2720 Hilltop Dr,2 baths,"1,502 sqft",(574) 360-8883 
Columbus,http://www.zillow.com/homedetails/2209-Maple-St-Columbus-IN-47201/85099633_zpid/,"$94,426 ","$99,900 ",47201,2 beds,,IN,2209 Maple St,1 bath,"1,372 sqft",(812) 375-4507 
Lowell,http://www.zillow.com/homedetails/7650-W-245th-Ave-Lowell-IN-46356/73403255_zpid/,"$179,500 ","$169,900 ",46356,4 beds,,IN,7650 W 245th Ave,2 baths,"1,720 sqft",
Greenfield,http://www.zillow.com/homedetails/842-W-North-St-Greenfield-IN-46140/85287569_zpid/,,"$77,500 ",46140,2 beds,,IN,842 W North St,1 bath,720 sqft,(317) 502-1077 
Greenwood,http://www.zillow.com/homedetails/346-Lake-Ridge-Ln-Greenwood-IN-46142/85449113_zpid/,"$134,841 ","$130,900 ",46142,3 beds,,IN,346 Lake Ridge Ln,3 baths,"1,510 sqft",(317) 828-9211 
Elkhart,http://www.zillow.com/homedetails/1729-W-Indiana-Ave-Elkhart-IN-46516/50608755_zpid/,"$63,959 ","$80,000 ",46516,3 beds,,IN,1729 W Indiana Ave,1.5 baths,"1,509 sqft",(574) 970-5556 
Noblesville,http://www.zillow.com/homedetails/15632-State-Road-38-East-Noblesville-IN-46060/2100518261_zpid/,,"$359,900 ",46060,2 beds,,IN,15632 State Road 38 East,1 bath,900 sqft,(317) 432-4484 
Terre Haute,http://www.zillow.com/homedetails/907-E-Azalia-Dr-Terre-Haute-IN-47802/77139072_zpid/,"$60,458 ","$72,500 ",47802,3 beds,,IN,907 E Azalia Dr,1 bath,910 sqft,(812) 239-6967 
Gas City,http://www.zillow.com/homedetails/4480-E-600-S-Gas-City-IN-46933/80707586_zpid/,"$142,623 ","$124,900 ",46933,3 beds,,IN,4480 E 600 S,2 baths,"1,700 sqft",(765) 618-0806 
Muncie,http://www.zillow.com/homedetails/6435-N-Bobtail-Dr-Muncie-IN-47304/85208430_zpid/,"$109,718 ","$119,900 ",47304,3 beds,,IN,6435 N Bobtail Dr,2 baths,"1,372 sqft",(765) 730-6533 
Indianapolis,http://www.zillow.com/homedetails/820-W-54th-St-Indianapolis-IN-46208/1271253_zpid/,"$87,747 ","$210,000 ",46208,3 beds,,IN,820 W 54th St,1 bath,"1,116 sqft",
Washington,http://www.zillow.com/homedetails/1507-W-Walnut-St-Washington-IN-47501/85156231_zpid/,"$40,884 ","$15,900 ",47501,3 beds,,IN,1507 W Walnut St,2 baths,"1,376 sqft",(914) 617-7695 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496489_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496785_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496451_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
South Bend,http://www.zillow.com/homedetails/1327-Wayne-St-N-South-Bend-IN-46615/77031274_zpid/,"$272,198 ","$525,000 ",46615,4 beds,,IN,1327 Wayne St N,2.5 baths,"3,100 sqft",(574) 288-2959 
Queens,http://www.zillow.com/homedetails/145-Rd-Queens-NY-11413/2100494979_zpid/,,"$449,000 ",11413,4 beds,,NY,145 Rd,3 baths,#NAME?,(516) 567-1357 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496400_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496348_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496378_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
East Hampton,http://www.zillow.com/homedetails/12-Lyme-Ln-East-Hampton-NY-11937/32660752_zpid/,"$1,941,613 ","$1,995,000 ",11937,3 beds,,NY,12 Lyme Ln,3 baths,"2,100 sqft",
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100496356_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Potsdam,http://www.zillow.com/homedetails/391-Perrin-Rd-Potsdam-NY-13676/55778188_zpid/,"$124,565 ","$105,000 ",13676,5 beds,,NY,391 Perrin Rd,2 baths,"1,620 sqft",(315) 212-1422 
Woodbury,http://www.zillow.com/homedetails/43-Chestnut-Ln-Woodbury-NY-11797/31144616_zpid/,"$721,193 ","$805,000 ",11797,3 beds,,NY,43 Chestnut Ln,3 baths,"2,182 sqft",(917) 913-7554 
Greenport,http://www.zillow.com/homedetails/813-Wiggins-St-Greenport-NY-11944/2100492579_zpid/,,"$299,000 ",11944,2 beds,,NY,813 Wiggins St,1 bath,602 sqft,(510) 305-3300 
Hague,http://www.zillow.com/homedetails/9556-Graphite-Mountain-Rd-Hague-NY-12836/63572808_zpid/,"$137,596 ","$199,000 ",12836,3 beds,,NY,9556 Graphite Mountain Rd,2 baths,"1,276 sqft",
Syracuse,http://www.zillow.com/homedetails/418-Hawley-Ave-Syracuse-NY-13203/31665849_zpid/,"$76,361 ","$67,000 ",13203,4 beds,,NY,418 Hawley Ave,2 baths,"2,165 sqft",(917) 588-2597 
Cohoes,http://www.zillow.com/homedetails/97-Schermerhorn-Rd-Cohoes-NY-12047/29681464_zpid/,"$187,991 ","$350,000 ",12047,2 beds,,NY,97 Schermerhorn Rd,2 baths,"1,800 sqft",(607) 760-2260 
Queens,http://www.zillow.com/homedetails/118-10-202-St-Queens-NY-11412/2100481865_zpid/,,"$399,000 ",11412,3 beds,,NY,118-10 202 St,3 baths,#NAME?,(646) 573-8893 
Woodhaven,http://www.zillow.com/homedetails/8822-74-Pl-Woodhaven-NY-11421/2100477801_zpid/,,"$549,000 ",11421,5 beds,,NY,8822 74 Pl,5 baths,"1,900 sqft",(516) 902-2326 
New York,http://www.zillow.com/homedetails/1641-3rd-Ave-APT-13G-New-York-NY-10128/61969455_zpid/,"$792,665 ","$850,000 ",10128,1 bed,,NY,1641 3rd Ave APT 13G,1 bath,835 sqft,(646) 620-6666 
Bronx,http://www.zillow.com/homedetails/1758-Garden-St-Bronx-NY-10460/2100477669_zpid/,,"$429,000 ",10460,6 beds,,NY,1758 Garden St,3 baths,#NAME?,(646) 833-6892 
Vestal,http://www.zillow.com/homedetails/505-Winston-Dr-Vestal-NY-13850/29771476_zpid/,"$100,356 ","$119,888 ",13850,4 beds,,NY,505 Winston Dr,#NAME?,"1,503 sqft",(917) 361-8652 
Islip,http://www.zillow.com/homedetails/508-Moffitt-Blvd-Islip-NY-11751/59645509_zpid/,"$232,770 ","$379,000 ",11751,5 beds,,NY,508 Moffitt Blvd,2 baths,"1,760 sqft",(516) 316-7060 
Oakland Gardens,http://www.zillow.com/homedetails/212-08-75th-Avenue-Oakland-Gardens-NY-11364/2100504031_zpid/,,"$177,500 ",11364,1 bed,,NY,212-08 75th Avenue,1 bath,#NAME?,(917) 494-7976 
Staten Island,http://www.zillow.com/homedetails/66-Mayberry-Promenade-Staten-Island-NY-10312/32351013_zpid/,"$409,561 ","$499,000 ",10312,4 beds,,NY,66 Mayberry Promenade,3 baths,"1,260 sqft",(646) 296-3604 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498235_zpid/,,"$719,000 ",11418,8 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498248_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498195_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Chester,http://www.zillow.com/homedetails/207-Bull-Mill-Rd-Chester-NY-10918/31805829_zpid/,"$174,665 ","$209,900 ",10918,2 beds,,NY,207 Bull Mill Rd,1 bath,1 sqft,(818) 217-5912 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498143_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Yonkers,http://www.zillow.com/homedetails/102-High-St-Two-Fam-Yonkers-NY-10703/2100498084_zpid/,,"$399,000 ",10703,6 beds,,NY,102 High St Two Fam,3 baths,#NAME?,(646) 573-8893 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498209_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Coram,http://www.zillow.com/homedetails/225-Pointe-Circle-Coram-NY-11727/2100666841_zpid/,"$122,564 ","$134,900 ",11727,2 beds,,NY,225 Pointe Circle,2 baths,#NAME?,(631) 928-0488 Ext.10
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498034_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498096_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497934_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498136_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100498094_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497888_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/92-38-77-St-Queens-NY-11421/2100497895_zpid/,,"$489,000 ",11421,3 beds,,NY,92-38 77 St,3 baths,#NAME?,(646) 573-8893 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497881_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497893_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,#NAME?,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497755_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497758_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497765_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497950_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497023_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Bronx,http://www.zillow.com/homedetails/2880-Briggs-Avenue-Bronx-NY-10458/2100556374_zpid/,"$461,322 ","$605,000 ",10458,9 beds,,NY,2880 Briggs Avenue.,4 baths,#NAME?,(718) 300-7057 
Queens,http://www.zillow.com/homedetails/220-145rd-Queens-NY-11413/2100556738_zpid/,"$1,057,066 ","$449,000 ",11413,3 beds,,NY,220 145rd,3 baths,#NAME?,(516) 567-1357 
Bronx,http://www.zillow.com/homedetails/735-Taylor-Avenue-Bronx-NY-10473/2100542220_zpid/,"$387,353 ","$379,000 ",10473,5 beds,,NY,735 Taylor Avenue.,3 baths,"1,994 sqft",
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100497787_zpid/,,"$719,000 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Staten Island,http://www.zillow.com/homedetails/(Undisclosed-Address)-Staten-Island-NY-10314/2100540938_zpid/,"$646,548 ","$779,000 ",10314,5 beds,,NY,(Undisclosed Address),3 baths,"2,300 sqft",(718) 442-8600 
Woodhaven,http://www.zillow.com/homedetails/89-92st-Woodhaven-NY-11421/2100535665_zpid/,"$747,739 ","$553,000 ",11421,#NAME?,,NY,89 92st.,3 baths,#NAME?,(718) 300-7057 
Bronx,http://www.zillow.com/homedetails/637-E-233rd-St-Bronx-NY-10466/29836525_zpid/,"$361,041 ","$579,000 ",10466,7 beds,,NY,637 E 233rd St,4 baths,"3,000 sqft",(646) 884-4974 
Washingtonville,http://www.zillow.com/homedetails/28-East-Ave-Washingtonville-NY-10992/2100530028_zpid/,"$86,030 ","$28,500 ",10992,2 beds,,NY,28 East Ave,2 baths,#NAME?,(914) 224-5018 
Auburn,http://www.zillow.com/homedetails/29-Wegman-St-Auburn-NY-13021/30050675_zpid/,"$178,162 ","$235,000 ",13021,3 beds,,NY,29 Wegman St,3 baths,"2,016 sqft",(315) 559-5028 
Queens,http://www.zillow.com/homedetails/107-54LEFFERTS-Blvd-Two-Fam-Queens-NY-11419/2100497332_zpid/,,"$739,000 ",11419,6 beds,,NY,107-54LEFFERTS Blvd Two Fam,3 baths,#NAME?,(646) 573-8893 
Long Beach,http://www.zillow.com/homedetails/25-W-Broadway-APT-504-Long-Beach-NY-11561/2108867841_zpid/,"$469,302 ","$300,000 ",11561,1 bed,,NY,25 W Broadway APT 504,1 bath,781 sqft,(516) 318-1481 
Hewlett,http://www.zillow.com/homedetails/353-Daub-Ave-Hewlett-NY-11557/31260858_zpid/,"$520,711 ","$749,000 ",11557,4 beds,,NY,353 Daub Ave,3 baths,"2,100 sqft",(516) 448-2354 
Boston,http://www.zillow.com/homedetails/6537-Valley-View-Ln-Boston-NY-14025/30274593_zpid/,"$122,312 ","$174,900 ",14025,3 beds,,NY,6537 Valley View Ln,2 baths,"1,468 sqft",(716) 226-6363 
Islip,http://www.zillow.com/homedetails/160-Moffitt-Blvd-Islip-NY-11751/59645386_zpid/,"$267,320 ","$339,500 ",11751,4 beds,,NY,160 Moffitt Blvd,2 baths,"2,300 sqft",(631) 626-9995 
Queens,http://www.zillow.com/homedetails/22012-145-Rd-Queens-NY-11413/2100525745_zpid/,"$457,365 ","$459,000 ",11413,5 beds,,NY,22012 145 Rd,#NAME?,"1,230 sqft",(516) 902-2326 
Brooklyn,http://www.zillow.com/homedetails/195-Willoughby-Ave-APT-1103-Brooklyn-NY-11205/120559158_zpid/,"$1,097,607 ","$649,000 ",11205,1 bed,,NY,195 Willoughby Ave APT 1103,1 bath,850 sqft,(718) 622-3495 
Buffalo,http://www.zillow.com/homedetails/17-Ruhland-Ave-Buffalo-NY-14211/30198184_zpid/,"$44,753 ","$25,000 ",14211,5 beds,,NY,17 Ruhland Ave,2 baths,"1,873 sqft",(716) 803-9832 
Buffalo,http://www.zillow.com/homedetails/345-Northwood-Dr-Buffalo-NY-14223/30387759_zpid/,"$117,063 ","$159,900 ",14223,3 beds,,NY,345 Northwood Dr,2 baths,"1,195 sqft",(716) 474-5108 
Brooklyn,http://www.zillow.com/homedetails/1746-Pitkin-Avenue-Brooklyn-NY-11212/2100508356_zpid/,,"$1,500,000 ",11212,6 beds,,NY,1746 Pitkin Avenue,2 baths,#NAME?,(917) 907-4970 
Jamaica Hill,http://www.zillow.com/homedetails/161st-Street-85th-Avenue-Jamaica-Hill-NY-11432/2100507638_zpid/,,"$664,000 ",11432,3 beds,,NY,161st Street 85th Avenue,3 baths,"2,200 sqft",(347) 670-4786 
Queens,http://www.zillow.com/homedetails/12349-Hillside-Avenue-Queens-NY-11418/2100505152_zpid/,,"$719,999 ",11418,7 beds,,NY,12349 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100505028_zpid/,,"$719,999 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100505060_zpid/,,"$719,999 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100504980_zpid/,,"$719,999 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Rock Hill,http://www.zillow.com/homedetails/26-High-View-Ter-Rock-Hill-NY-12775/32786940_zpid/,"$161,137 ","$215,000 ",12775,5 beds,,NY,26 High View Ter,3 baths,"2,392 sqft",(845) 798-6885 
Brooklyn,http://www.zillow.com/homedetails/2251-Plumb-1st-St-APT-4D-Brooklyn-NY-11229/79531575_zpid/,"$165,017 ","$265,000 ",11229,3 beds,,NY,2251 Plumb 1st St APT 4D,1 bath,"1,242 sqft",(917) 518-2240 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100505101_zpid/,,"$719,999 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Roslyn Heights,http://www.zillow.com/homedetails/2-Great-Oaks-Rd-Roslyn-Heights-NY-11577/31088023_zpid/,"$951,207 ","$969,000 ",11577,3 beds,,NY,2 Great Oaks Rd,3 baths,"3,000 sqft",(860) 800-3369 
Queens,http://www.zillow.com/homedetails/12314-Hillside-Avenue-Queens-NY-11418/2100505288_zpid/,,"$719,999 ",11418,7 beds,,NY,12314 Hillside Avenue,3 baths,#NAME?,(917) 805-4252 
Massapequa,http://www.zillow.com/homedetails/82-Cleveland-Ave-Massapequa-NY-11758/31350001_zpid/,"$444,348 ","$549,000 ",11758,5 beds,,NY,82 Cleveland Ave,2 baths,"1,920 sqft",(516) 359-8166 
Woodmere,http://www.zillow.com/homedetails/120-Pine-St-Woodmere-NY-11598/31254057_zpid/,"$1,033,874 ","$1,595,000 ",11598,7 beds,,NY,120 Pine St,5 baths,"3,173 sqft",(646) 422-9971 
Monsey,http://www.zillow.com/homedetails/9-Lois-Ln-Monsey-NY-10952/53423161_zpid/,"$391,841 ","$460,000 ",10952,4 beds,,NY,9 Lois Ln,3 baths,"1,248 sqft",
Ridge,http://www.zillow.com/homedetails/134-E-Ridge-NY-11961/2100628422_zpid/,"$362,658 ","$119,999 ",11961,2 beds,,NY,134 #E,1 bath,#NAME?,(201) 403-1088 
